Stream,IQScore,CareerOutcome
Arts,129.10551219017043,Engineering
Arts,99.67507687712661,Psychology
Science,109.11186303210157,Teaching
Commerce,118.684925576123,Engineering
Arts,120.72424376218329,Computer Science
Commerce,125.89017090839897,Engineering
Science,104.86837253458363,Teaching
Science,123.01706790248996,Engineering
Science,113.22942233895184,Teaching
Science,108.9442822358545,Teaching
Science,104.19070301802915,Teaching
Commerce,106.6423211102387,Writing/Author
Arts,109.1414869295061,Social Work
Arts,128.18784146415808,Research Scientist
Arts,122.29070575244705,Engineering
Commerce,140.55066365159234,Computer Science
Arts,113.66403164465075,Writing/Author
Commerce,127.76410031994101,Computer Science
Commerce,119.49996370475186,Engineering
Arts,93.55127922023163,Writing/Author
Commerce,120.57112229011643,Computer Science
Commerce,119.32318744332886,Data Science
Science,109.59454542247845,Teaching
Commerce,110.53939418959695,Social Work
Arts,131.7190511303902,Data Science
Arts,127.13787473465166,Engineering
Arts,116.86548267406306,Research Scientist
Arts,101.94431549048463,Teaching
Science,123.01161319308456,Engineering
Commerce,126.11633098784878,Data Science
Science,101.59000884382982,Psychology
Arts,97.59354999492828,Writing/Author
Commerce,108.62523438107766,Social Work
Science,119.06951611965191,Computer Science
Commerce,124.58794803096468,Computer Science
Science,108.28071792472785,Psychology
Commerce,112.65626885181837,Teaching
Science,107.00233619391564,Psychology
Arts,110.70834977632329,Social Work
Arts,108.37976729066948,Teaching
Commerce,134.2950366637767,Engineering
Arts,123.1606321866249,Research Scientist
Commerce,105.60945216616498,Teaching
Science,121.29896982269696,Computer Science
Commerce,124.1061449562795,Engineering
Science,112.11998802599116,Social Work
Science,119.91241599368799,Engineering
Arts,114.61495723829987,Psychology
Arts,125.81698944291722,Data Science
Commerce,110.2293477122515,Social Work
Commerce,111.71079676471675,Teaching
Science,114.73257676714992,Social Work
Science,122.36363542453128,Research Scientist
Arts,127.82303449557463,Computer Science
Commerce,130.2551110236059,Computer Science
Arts,131.97128652052044,Engineering
Arts,99.71507278134536,Psychology
Arts,128.7233431492257,Research Scientist
Commerce,119.001217317444,Computer Science
Commerce,121.17252555191504,Data Science
Commerce,100.02989141160182,Social Work
Arts,112.4517741462787,Writing/Author
Science,128.0732249130847,Data Science
Commerce,126.4242937001558,Computer Science
Science,102.99203213293062,Social Work
Arts,111.39671933522462,Psychology
Commerce,112.46374992501973,Psychology
Science,106.89362444279882,Social Work
Arts,113.13237552896531,Psychology
Arts,115.48679131381644,Research Scientist
Arts,103.55707875064427,Psychology
Science,130.31236462350913,Engineering
Arts,119.9699254921932,Engineering
Commerce,104.05667308100449,Psychology
Science,123.27762897613866,Data Science
Science,109.27458817343192,Writing/Author
Arts,98.21342686814495,Psychology
Science,110.99280075850497,Writing/Author
Science,113.8402014951793,Writing/Author
Commerce,104.78643473145176,Writing/Author
Science,116.4984002479255,Computer Science
Commerce,131.289631743921,Engineering
Science,115.67253631167885,Computer Science
Science,117.0782244228888,Data Science
Arts,124.25199929230648,Data Science
Science,123.39298205046359,Engineering
Commerce,114.35216419578812,Writing/Author
Commerce,117.2662825042753,Computer Science
Science,113.68287434576101,Teaching
Science,106.24651384699479,Teaching
Science,134.59203025370152,Research Scientist
Commerce,124.91839642321504,Engineering
Commerce,133.3056994959528,Computer Science
Commerce,113.91744339312842,Social Work
Commerce,130.86639362892646,Data Science
Commerce,135.40492949938823,Data Science
Arts,119.64557439807228,Computer Science
Commerce,113.33719340824379,Social Work
Science,100.9801623225636,Teaching
Commerce,114.28599922372413,Social Work
Science,119.47803164446631,Computer Science
Arts,105.0464922587596,Social Work
Science,117.25427577192711,Engineering
Science,118.55077758989181,Data Science
Arts,116.21682846483806,Engineering
Commerce,122.61432052314322,Engineering
Commerce,117.15901504450953,Computer Science
Arts,116.07586755472083,Research Scientist
Arts,116.60783240734058,Research Scientist
Science,112.60824517822394,Writing/Author
Arts,113.10171194565409,Psychology
Arts,126.36379043855257,Computer Science
Science,118.38104294096306,Data Science
Science,137.58954351488762,Computer Science
Science,105.27793044435863,Psychology
Commerce,121.72363684314962,Research Scientist
Arts,126.5460982143047,Computer Science
Commerce,114.08823697401698,Social Work
Arts,115.28691804946534,Computer Science
Arts,110.87233491795497,Writing/Author
Arts,115.23719607228035,Research Scientist
Commerce,124.8165142953809,Data Science
Science,108.56195210878467,Social Work
Commerce,134.34241130066127,Data Science
Arts,108.8269155907654,Social Work
Science,126.42253578414783,Engineering
Commerce,104.61477900946625,Social Work
Commerce,104.12326746399019,Psychology
Science,116.73872806445294,Engineering
Arts,101.51946416739943,Social Work
Science,113.48617874563149,Writing/Author
Science,122.86302092027027,Data Science
Arts,117.68646801995932,Computer Science
Arts,114.03959060407477,Psychology
Science,99.83969116065532,Psychology
Commerce,124.21870914907127,Research Scientist
Arts,119.29853126739235,Engineering
Commerce,117.43081020703285,Data Science
Arts,123.56375438298609,Engineering
Commerce,111.32283890021274,Psychology
Arts,106.70225244150285,Writing/Author
Science,116.74661164401063,Computer Science
Science,138.16915232651436,Research Scientist
Arts,104.38071336930247,Social Work
Arts,101.74881000917205,Teaching
Science,113.88039159444676,Teaching
Commerce,112.43318381615308,Writing/Author
Arts,107.59213810340596,Writing/Author
Commerce,113.23173333356537,Teaching
Arts,121.10756653244107,Computer Science
Commerce,129.40733050880036,Engineering
Science,119.9458667658542,Computer Science
Commerce,118.19711924700373,Research Scientist
Science,111.53422692219023,Psychology
Science,121.89774003749935,Data Science
Arts,106.06164614177453,Teaching
Commerce,124.95815241098512,Data Science
Commerce,131.71067514247267,Data Science
Science,113.58768626723437,Social Work
Science,102.8687426241764,Psychology
Science,110.0948066432584,Teaching
Science,110.29839013972223,Social Work
Arts,109.252641898817,Writing/Author
Arts,96.0113653788654,Psychology
Commerce,122.89645085102472,Engineering
Science,115.89335500635487,Research Scientist
Science,121.55557212366676,Computer Science
Science,115.23406915766142,Computer Science
Arts,131.18716088526156,Research Scientist
Arts,120.76645710582255,Data Science
Commerce,118.88851653859737,Data Science
Science,122.77643869921869,Research Scientist
Science,108.93042693484361,Writing/Author
Science,101.41684389558627,Writing/Author
Commerce,118.88819709505583,Research Scientist
Science,124.20667398013717,Data Science
Commerce,149.04581311895782,Research Scientist
Arts,108.24221649728176,Social Work
Arts,123.3254271220111,Data Science
Arts,127.30201331590538,Data Science
Science,141.2863064082676,Engineering
Arts,89.4234025623818,Teaching
Arts,97.92930178078834,Social Work
Science,122.62009699409425,Data Science
Arts,89.75144983428152,Psychology
Commerce,98.07759244651155,Psychology
Science,99.41264856436149,Teaching
Science,122.6135566593972,Engineering
Arts,117.38541025069682,Computer Science
Science,111.78690562125408,Teaching
Science,121.63607149057066,Engineering
Science,99.16751471717288,Writing/Author
Science,122.41087729075123,Data Science
Commerce,105.25118995710332,Teaching
Science,121.69011853050569,Engineering
Commerce,127.38489576592511,Computer Science
Arts,123.83100471044261,Engineering
Science,114.92717670142116,Psychology
Science,120.76011500041449,Research Scientist
Commerce,116.88137263104669,Research Scientist
Arts,119.75912981049925,Computer Science
Arts,112.8911624326838,Psychology
Science,123.27648451294021,Research Scientist
Commerce,127.8427023722812,Engineering
Science,108.77929144023312,Social Work
Science,114.29762611289622,Writing/Author
Science,113.90348719710187,Teaching
Science,111.82459272122254,Teaching
Arts,104.13004012640764,Social Work
Commerce,119.42823471291202,Engineering
Commerce,123.89667049087313,Computer Science
Commerce,119.08585435639657,Computer Science
Arts,122.32910230595056,Computer Science
Commerce,112.91651745168916,Teaching
Commerce,103.24668447797703,Social Work
Arts,126.4520063767305,Data Science
Arts,106.50756611106476,Writing/Author
Commerce,124.48021357557161,Engineering
Science,115.82740792412437,Research Scientist
Arts,116.68655232130718,Data Science
Arts,113.95973336458847,Teaching
Science,115.46078516189057,Research Scientist
Science,111.17310836047659,Writing/Author
Commerce,114.29454752213142,Writing/Author
Commerce,120.11330479061812,Engineering
Arts,110.58279457196237,Psychology
Science,115.22342810555111,Research Scientist
Commerce,114.37941326609645,Writing/Author
Commerce,112.3308098317577,Social Work
Arts,120.3623871395555,Data Science
Science,114.03052539991046,Social Work
Commerce,127.43868414918985,Research Scientist
Arts,112.37631655509722,Social Work
Science,116.67075638042292,Engineering
Arts,104.03193511881506,Teaching
Science,110.99730613461928,Teaching
Arts,101.31467569872271,Psychology
Science,104.61179323019283,Psychology
Science,108.7178444869125,Writing/Author
Arts,128.04441939052742,Data Science
Arts,102.50871491863764,Social Work
Commerce,106.80203159846216,Teaching
Commerce,117.80475162252975,Engineering
Arts,118.81643855672424,Research Scientist
Commerce,97.90398493638219,Writing/Author
Science,101.79063749715364,Writing/Author
Science,118.42620341662597,Data Science
Arts,107.1726790511445,Psychology
Science,97.53188379161581,Social Work
Commerce,122.46594810378403,Data Science
Arts,122.50807311613889,Engineering
Science,104.98710327546384,Social Work
Science,105.73288410650444,Psychology
Commerce,111.13772259771821,Writing/Author
Commerce,130.98329094624282,Computer Science
Commerce,114.59312538340382,Teaching
Commerce,110.83623769622945,Social Work
Commerce,123.13424228120049,Data Science
Science,125.9528058127767,Research Scientist
Arts,108.22318145617587,Psychology
Commerce,88.79918610171062,Psychology
Arts,117.99198945873111,Computer Science
Commerce,119.66909666449313,Research Scientist
Science,113.79811106663922,Writing/Author
Science,116.5618206710295,Data Science
Commerce,119.88104073576804,Research Scientist
Commerce,125.51674952134366,Data Science
Commerce,107.68066424329955,Social Work
Arts,110.01868814659923,Psychology
Science,104.11739886583284,Writing/Author
Science,88.78567208584715,Teaching
Commerce,126.08029737222009,Data Science
Arts,113.07721844574196,Teaching
Commerce,100.8128598893427,Teaching
Commerce,101.61698007672403,Psychology
Commerce,117.738007112736,Research Scientist
Arts,115.64467300522352,Research Scientist
Science,118.7740278331617,Research Scientist
Arts,93.46860486463964,Writing/Author
Science,118.42537594809454,Research Scientist
Science,111.32128311549549,Social Work
Arts,117.00841859380219,Engineering
Commerce,103.0279274859287,Teaching
Science,121.59976846655384,Data Science
Science,114.12359317903706,Writing/Author
Arts,128.18553070107694,Computer Science
Arts,131.22562104040702,Data Science
Arts,115.21430702822434,Data Science
Commerce,107.2638324030672,Social Work
Arts,130.2934428730611,Data Science
Science,117.74805587205357,Computer Science
Commerce,104.37787886602325,Teaching
Arts,123.90564318515752,Engineering
Commerce,117.85033546619518,Research Scientist
Arts,138.1742242116814,Research Scientist
Arts,111.61560007202947,Teaching
Arts,115.63064023492724,Engineering
Arts,106.61380033086206,Writing/Author
Science,96.89559547525326,Social Work
Arts,105.80474790149052,Teaching
Commerce,107.4352542712518,Psychology
Science,113.70426291736179,Teaching
Arts,113.84416476882106,Social Work
Commerce,124.05640526906201,Research Scientist
Commerce,121.53542671926971,Computer Science
Commerce,122.99959703564043,Computer Science
Science,112.58855565042015,Teaching
Commerce,102.06349590485738,Teaching
Arts,118.96847454933553,Computer Science
Commerce,122.22902384751939,Research Scientist
Commerce,128.50204557183724,Engineering
Science,127.78692924149894,Data Science
Commerce,106.43264308604292,Writing/Author
Arts,120.82812943315412,Research Scientist
Commerce,111.11219685806617,Teaching
Science,115.0714342214371,Data Science
Arts,117.6152382935311,Computer Science
Science,114.81247945864509,Writing/Author
Science,108.71484287656239,Teaching
Commerce,112.88558208561594,Psychology
Arts,117.93068339335086,Research Scientist
Science,102.79331875886233,Teaching
Science,125.11392463281167,Research Scientist
Science,114.93270476494291,Psychology
Science,108.22382772813522,Writing/Author
Commerce,127.59959262196304,Data Science
Commerce,116.15106565292967,Data Science
Commerce,120.44132629766776,Engineering
Arts,105.99193666245394,Writing/Author
Science,103.35384805160687,Social Work
Arts,115.03458755056765,Computer Science
Science,105.27729325592028,Teaching
Commerce,118.14771370141106,Engineering
Science,122.69518609718462,Data Science
Commerce,123.10112335785334,Engineering
Commerce,112.47450727385944,Social Work
Science,122.90520008274304,Research Scientist
Science,111.03084818692751,Psychology
Arts,99.53814908721719,Psychology
Arts,115.99445238301132,Data Science
Commerce,101.53692576498015,Writing/Author
Arts,121.37411869623622,Research Scientist
Science,103.63772264460057,Teaching
Arts,132.15165814119854,Computer Science
Science,121.05232634863759,Engineering
Commerce,110.7501649995521,Teaching
Science,116.87939679475781,Computer Science
Commerce,120.23945050949551,Engineering
Arts,120.11396992588531,Engineering
Commerce,120.29883309526721,Engineering
Commerce,106.30443155247684,Psychology
Science,113.05029082,Writing/Author
Commerce,119.41101472462138,Computer Science
Science,115.3069964333335,Data Science
Arts,115.38044519132787,Research Scientist
Science,120.36066295707955,Computer Science
Arts,128.29894362646752,Computer Science
Arts,119.58764213461461,Engineering
Science,107.24208492162786,Social Work
Commerce,129.176211777596,Engineering
Science,105.23140047979085,Psychology
Science,126.00545361017144,Research Scientist
Science,99.92765790562825,Writing/Author
Commerce,113.89282958085869,Writing/Author
Science,120.06159153819452,Research Scientist
Science,111.3428977519642,Psychology
Commerce,115.43560121036649,Data Science
Science,128.3732178036498,Data Science
Arts,126.51874389573105,Data Science
Commerce,101.4430760626763,Social Work
Commerce,124.30639023927395,Data Science
Arts,117.8362647627657,Engineering
Commerce,96.996827672596,Writing/Author
Arts,117.71355194013603,Computer Science
Commerce,116.55021988470307,Data Science
Science,111.55937907917573,Social Work
Commerce,104.21062169750518,Writing/Author
Arts,150.8487211050063,Engineering
Commerce,99.87298323167205,Psychology
Commerce,116.93837901801548,Data Science
Arts,118.46623963312699,Data Science
Science,107.21717596168085,Writing/Author
Arts,130.70297644538704,Research Scientist
Science,125.31856866874604,Engineering
Science,120.71853202889133,Computer Science
Science,109.58861739608113,Social Work
Science,108.39732583942624,Social Work
Science,97.51619249440193,Psychology
Arts,125.8990003026395,Research Scientist
Science,104.27910171027293,Writing/Author
Commerce,104.74855297322722,Psychology
Science,121.26083347192228,Engineering
Science,133.3405692948133,Engineering
Science,117.0975196531085,Research Scientist
Commerce,111.14537220359357,Psychology
Science,100.71391899616683,Social Work
Arts,107.25588953432256,Psychology
Commerce,108.89031594481969,Psychology
Science,106.54771512207876,Social Work
Commerce,112.39277009459515,Social Work
Science,121.35108658547763,Computer Science
Arts,115.49218659535843,Computer Science
Arts,117.04354579271627,Data Science
Science,121.2930964431373,Data Science
Arts,115.35856652207711,Research Scientist
Science,130.15211230690403,Data Science
Arts,136.13500483400674,Research Scientist
Arts,123.72716348609143,Computer Science
Arts,121.82884453184641,Engineering
Commerce,92.58269833293127,Writing/Author
Arts,110.97471455659095,Psychology
Arts,122.04596280709717,Data Science
Arts,116.72283639107312,Data Science
Commerce,108.330999832319,Social Work
Commerce,110.3002952082803,Teaching
Science,108.13045337514636,Writing/Author
Commerce,123.26556885505295,Research Scientist
Commerce,126.62149473073234,Engineering
Commerce,97.02940378883125,Social Work
Commerce,115.97806951410462,Engineering
Science,113.30908029599371,Social Work
Arts,116.80374688737331,Research Scientist
Science,115.67701901438946,Computer Science
Arts,116.33849719071888,Computer Science
Science,117.07717570513786,Engineering
Commerce,127.61192483880122,Computer Science
Arts,123.68251396596331,Engineering
Arts,127.32488213268658,Research Scientist
Arts,121.9365470921309,Computer Science
Commerce,100.6823842795429,Social Work
Arts,111.95911201867348,Teaching
Commerce,118.63814580790064,Computer Science
Science,121.16791624017382,Engineering
Science,123.48955353905956,Research Scientist
Science,125.72362873886071,Engineering
Science,108.08765625819314,Writing/Author
Arts,115.26268832228057,Data Science
Arts,104.09902046781538,Writing/Author
Commerce,115.89077227797598,Data Science
Science,123.60212651873437,Data Science
Arts,113.59475651009787,Teaching
Arts,118.3243617739715,Computer Science
Arts,110.28888751463435,Teaching
Science,108.70692776003922,Writing/Author
Science,106.42795294277458,Psychology
Arts,132.15584652435328,Research Scientist
Arts,102.11964067966183,Psychology
Science,137.7149122253892,Research Scientist
Arts,113.95686178899437,Social Work
Science,109.49394959470337,Writing/Author
Arts,129.74697806936027,Research Scientist
Science,121.34807870944,Research Scientist
Commerce,128.0110283049412,Data Science
Science,119.05653560629288,Computer Science
Science,109.97165165395847,Psychology
Commerce,122.04787951945856,Data Science
Commerce,128.68936458301872,Research Scientist
Commerce,114.13015975815645,Writing/Author
Commerce,125.90275867788007,Engineering
Arts,116.53354057417135,Computer Science
Arts,118.04699075176124,Data Science
Science,124.4743791929816,Research Scientist
Science,113.36470812642999,Psychology
Science,127.2589046441835,Computer Science
Science,111.7157178223731,Social Work
Arts,107.94308537417014,Teaching
Arts,124.11625208098687,Engineering
Science,129.70671702426952,Research Scientist
Arts,120.08816588840818,Computer Science
Arts,121.1160478324258,Engineering
Science,112.4975024205174,Teaching
Science,97.83961950971815,Psychology
Arts,110.64474464819435,Teaching
Arts,104.31736072331796,Teaching
Arts,121.18322757004572,Computer Science
Arts,113.80837128787059,Psychology
Commerce,114.85583803325625,Social Work
Science,113.37000532257656,Psychology
Commerce,122.33079567810742,Engineering
Science,124.52641670103864,Computer Science
Commerce,113.69835488461719,Psychology
Commerce,110.17698186180483,Psychology
Arts,117.92904531540732,Computer Science
Arts,117.91854284643861,Computer Science
Commerce,119.00012734391657,Research Scientist
Science,105.57065018384583,Social Work
Commerce,104.99092962226,Writing/Author
Commerce,108.60393178762455,Writing/Author
Arts,111.63780571505293,Social Work
Arts,120.18837610734491,Data Science
Commerce,102.56047203604878,Psychology
Science,124.8058332880207,Computer Science
Arts,109.17242148952178,Teaching
Science,108.88855383401848,Teaching
Science,113.97597598708614,Social Work
Science,96.59410206077301,Psychology
Arts,127.57894706176903,Research Scientist
Arts,106.20231477431908,Social Work
Science,112.35465157645052,Writing/Author
Arts,132.97269579238855,Computer Science
Science,111.41703615141637,Writing/Author
Commerce,110.47800102802633,Writing/Author
Commerce,103.07388868845008,Writing/Author
Science,113.21791846859395,Teaching
Commerce,105.27917656836945,Teaching
Arts,110.44562546911862,Teaching
Commerce,108.1132301736794,Social Work
Science,119.75499856620598,Research Scientist
Commerce,131.70509686962026,Data Science
Science,115.00818606375599,Computer Science
Commerce,136.26655173582773,Research Scientist
Arts,92.04058410030007,Psychology
Arts,110.19991481986038,Psychology
Commerce,119.01991230799045,Research Scientist
Science,127.08363303448311,Research Scientist
Science,121.73825991538578,Computer Science
Commerce,119.84894157630217,Data Science
Arts,122.23781849805641,Data Science
Commerce,101.05203846957569,Writing/Author
Commerce,111.66610240645626,Writing/Author
Arts,114.97315586422717,Writing/Author
Science,81.95645344261277,Psychology
Arts,108.1890280110638,Psychology
Arts,105.7716723674915,Psychology
Commerce,117.55250059340376,Computer Science
Commerce,103.66749166194849,Psychology
Commerce,131.06650074003,Engineering
Commerce,127.60181698314315,Research Scientist
Science,126.8774459587546,Research Scientist
Commerce,106.35269592510603,Psychology
Commerce,129.12785085294226,Research Scientist
Science,127.988527368598,Computer Science
Commerce,110.38935273924281,Social Work
Science,113.9842365344737,Teaching
Science,108.91824763123435,Writing/Author
Commerce,114.44080238280044,Writing/Author
Commerce,112.29555853660341,Writing/Author
Arts,125.03712184760664,Research Scientist
Arts,126.97879922938405,Research Scientist
Arts,112.92458606905849,Social Work
Science,109.95313236314479,Psychology
Science,118.4442556518172,Computer Science
Arts,129.63390978406903,Data Science
Commerce,109.07198729448902,Psychology
Arts,119.64029346233986,Computer Science
Commerce,113.53679210068756,Social Work
Commerce,129.3932227803307,Research Scientist
Commerce,111.10961653521815,Psychology
Arts,118.81522501567977,Engineering
Science,106.76062505766917,Writing/Author
Science,106.14647807339863,Writing/Author
Arts,129.2467974268443,Engineering
Commerce,103.95098969965879,Teaching
Arts,110.54600905862628,Social Work
Commerce,110.14606664109075,Teaching
Commerce,115.18690808585163,Engineering
Arts,103.37116897508656,Teaching
Commerce,112.41431015601476,Writing/Author
Science,117.51066596893057,Computer Science
Commerce,110.98515482748498,Writing/Author
Arts,106.86778861086586,Writing/Author
Science,99.67973019811328,Writing/Author
Arts,118.32535529410227,Computer Science
Science,114.58237603153475,Social Work
Commerce,115.04917298064252,Engineering
Commerce,115.1903810600077,Research Scientist
Arts,116.28057706950023,Research Scientist
Science,110.51614889950187,Writing/Author
Commerce,132.63851838364903,Engineering
Science,119.5462723057101,Research Scientist
Arts,115.4882492777302,Data Science
Science,130.9918700909821,Computer Science
Arts,100.16741173294741,Social Work
Science,110.35075202247002,Writing/Author
Arts,106.635613108298,Psychology
Commerce,106.07810222240856,Social Work
Science,110.29875360299772,Writing/Author
Commerce,96.00094822430235,Writing/Author
Science,115.75749712084917,Research Scientist
Commerce,113.56165371741059,Writing/Author
Science,120.37825728472403,Engineering
Science,90.84518401026972,Psychology
Arts,119.0579296347861,Engineering
Commerce,99.05439286167886,Psychology
Arts,115.11775630115147,Engineering
Commerce,128.36807583762743,Computer Science
Commerce,135.83449013258422,Data Science
Commerce,120.39108432211673,Data Science
Commerce,123.79632082730123,Research Scientist
Arts,114.24443305890419,Psychology
Arts,124.92660233344589,Research Scientist
Arts,131.30515324524413,Computer Science
Commerce,122.1361725378396,Engineering
Arts,114.50203458462943,Teaching
Commerce,105.4694458454521,Teaching
Arts,117.27526996034575,Data Science
Science,110.49752061458739,Social Work
Arts,118.45200593069497,Data Science
Science,109.30443046510428,Writing/Author
Commerce,115.3858065217548,Research Scientist
Commerce,107.08036000638145,Writing/Author
Science,131.81917661093615,Computer Science
Science,127.28045523482345,Computer Science
Arts,91.08582950487751,Social Work
Arts,111.39362839540708,Teaching
Science,108.15579067593251,Writing/Author
Commerce,125.29143703551733,Data Science
Commerce,110.89438337334764,Writing/Author
Science,105.828436446017,Writing/Author
Commerce,102.16136473266815,Writing/Author
Science,126.27250026128611,Engineering
Science,123.76365164069327,Data Science
Science,107.64901369563079,Social Work
Arts,107.33832711558048,Psychology
Science,124.04172837809729,Research Scientist
Arts,120.35738815408254,Computer Science
Arts,104.53480666611803,Writing/Author
Commerce,104.86924617053708,Teaching
Commerce,123.01944892109091,Engineering
Science,112.27513744111494,Psychology
Arts,124.8602821429318,Computer Science
Commerce,116.53071311095746,Data Science
Commerce,91.60593130337448,Social Work
Commerce,104.93757518547764,Writing/Author
Arts,131.38384261486178,Data Science
Commerce,113.32914692449361,Writing/Author
Science,102.72526242628794,Social Work
Arts,105.65145628681239,Psychology
Commerce,113.74248316314124,Psychology
Science,111.50111320124844,Psychology
Commerce,127.25009711951398,Engineering
Commerce,106.25128554323419,Writing/Author
Science,117.08545945194263,Computer Science
Commerce,114.04381533044693,Psychology
Arts,123.06457507741621,Research Scientist
Arts,107.66682186147722,Psychology
Commerce,118.73042665883122,Computer Science
Arts,114.09184512785974,Social Work
Commerce,119.40500889399263,Research Scientist
Commerce,132.65166025821813,Computer Science
Arts,107.89927521778984,Social Work
Science,100.48687012339644,Teaching
Science,121.82716276134516,Engineering
Arts,120.11785329341646,Computer Science
Commerce,112.2711757672015,Psychology
Science,127.80267430656924,Engineering
Arts,108.09933551764068,Writing/Author
Arts,127.70406133391182,Computer Science
Arts,117.73198025383421,Research Scientist
Science,117.39145002021336,Computer Science
Science,100.95198949354594,Psychology
Commerce,117.76380199007517,Data Science
Arts,113.44180960630447,Teaching
Science,108.8525229478179,Social Work
Commerce,93.96193462160906,Social Work
Commerce,106.67171465910097,Psychology
Commerce,138.61173230673376,Data Science
Science,97.06795795570963,Teaching
Commerce,98.0074768689057,Social Work
Arts,113.03855309451271,Writing/Author
Arts,134.67901555734895,Computer Science
Arts,112.73934719681642,Writing/Author
Science,119.56014833709591,Data Science
Science,111.54611035680564,Teaching
Science,121.85863186836434,Engineering
Science,115.96214953763598,Research Scientist
Commerce,110.06345551676003,Writing/Author
Science,144.140404775191,Engineering
Science,118.69439745501886,Engineering
Commerce,125.95174920180231,Engineering
Science,103.17021446971765,Psychology
Commerce,117.51003534626315,Research Scientist
Arts,107.1080444353603,Psychology
Arts,107.10734927931031,Writing/Author
Commerce,108.45509311513874,Teaching
Commerce,116.2862991750698,Data Science
Arts,126.69853724919051,Research Scientist
Commerce,105.6528216849971,Teaching
Science,123.2551038984559,Engineering
Commerce,115.79406496230149,Data Science
Science,99.42824304552484,Writing/Author
Commerce,123.50401873605333,Research Scientist
Arts,118.15565502577208,Research Scientist
Science,110.41440022343917,Writing/Author
Science,122.2985223305046,Computer Science
Arts,125.64866457570409,Research Scientist
Arts,119.24571624605927,Computer Science
Arts,133.70220865885372,Computer Science
Commerce,118.79453126244631,Research Scientist
Arts,123.04404907049556,Data Science
Commerce,124.77157660500133,Research Scientist
Arts,126.12307239892652,Research Scientist
Arts,116.68421580963192,Computer Science
Arts,118.62603451666128,Research Scientist
Science,124.57567162139216,Computer Science
Arts,117.34521757985615,Research Scientist
Arts,119.2430065102428,Computer Science
Science,107.650599334567,Writing/Author
Commerce,110.8306257784942,Teaching
Science,101.91845080640616,Teaching
Science,110.96553524116098,Teaching
Commerce,111.96257831254522,Teaching
Arts,118.33261815968808,Engineering
Commerce,131.7848937804997,Data Science
Commerce,130.17994102881914,Data Science
Arts,109.24101773710956,Teaching
Commerce,116.56556084276774,Data Science
Commerce,105.67749978162395,Teaching
Commerce,99.83762090314343,Writing/Author
Science,134.5130791228193,Research Scientist
Arts,116.59706357967845,Research Scientist
Commerce,124.94185020379709,Data Science
Arts,124.03986636835593,Research Scientist
Science,127.11942114831035,Data Science
Arts,114.32154661755132,Social Work
Science,130.16149913275157,Research Scientist
Science,135.99126852260983,Data Science
Science,123.67565961882508,Computer Science
Commerce,102.10120028014774,Teaching
Arts,100.19061560795913,Psychology
Commerce,128.60656948991192,Data Science
Commerce,127.59443001699697,Engineering
Commerce,112.40208943565949,Psychology
Science,112.45594414832172,Writing/Author
Commerce,109.06311624838405,Teaching
Commerce,127.05622805168008,Engineering
Arts,116.02851933276634,Computer Science
Commerce,120.35774942659573,Data Science
Commerce,107.45096391082899,Writing/Author
Commerce,115.48100834125991,Engineering
Commerce,114.36330993599826,Psychology
Science,110.72471454065614,Teaching
Commerce,118.98267912930635,Engineering
Science,119.81622034492304,Research Scientist
Science,122.40967911965535,Research Scientist
Science,107.9894185899453,Teaching
Commerce,135.04958605301985,Research Scientist
Commerce,109.09209457303153,Writing/Author
Science,128.14929638722947,Computer Science
Commerce,114.59865634209011,Psychology
Science,117.16322598242786,Research Scientist
Science,112.99304663598782,Writing/Author
Commerce,121.34093110039657,Research Scientist
Commerce,121.05149091058564,Data Science
Science,119.33148207721112,Engineering
Commerce,111.78569395886741,Social Work
Commerce,99.10545846642385,Writing/Author
Arts,108.0292234111568,Psychology
Arts,120.86786867341955,Computer Science
Arts,104.10941210975717,Psychology
Science,109.11985315741651,Teaching
Science,120.6401132419652,Engineering
Science,94.76003908960745,Writing/Author
Arts,109.4467284188417,Teaching
Commerce,108.38947178237368,Teaching
Science,124.5641731338367,Data Science
Arts,105.57570485886336,Teaching
Science,123.9115568123866,Engineering
Arts,122.97080920426004,Computer Science
Arts,101.9051297042649,Psychology
Science,121.7308812200418,Data Science
Arts,112.39347823272344,Psychology
Arts,92.3260609462585,Social Work
Science,117.98873384929726,Engineering
Science,115.0194948113145,Computer Science
Arts,102.56975977597725,Teaching
Commerce,102.65706712964825,Psychology
Arts,110.98988922763877,Psychology
Science,98.24101178680806,Psychology
Commerce,102.58529307123806,Writing/Author
Commerce,138.248354644539,Data Science
Commerce,111.9852649494541,Psychology
Arts,93.34972169985767,Writing/Author
Science,118.28494093633668,Engineering
Arts,116.99651129949255,Research Scientist
Commerce,115.56377208592475,Engineering
Arts,109.9505632469984,Social Work
Science,107.52724085253459,Psychology
Commerce,129.44546354509222,Computer Science
Science,87.8152399018679,Psychology
Arts,114.86784126464075,Psychology
Science,140.86450917509848,Computer Science
Commerce,98.76258589790231,Writing/Author
Science,122.51564627716834,Data Science
Science,123.75974204420521,Engineering
Commerce,108.20382126409544,Social Work
Science,118.71731640925472,Data Science
Commerce,129.26652568615168,Research Scientist
Science,126.55115653374276,Data Science
Arts,123.13259177105701,Data Science
Science,125.51618986081868,Research Scientist
Commerce,103.51776622347634,Writing/Author
